Time_Min,House_ID,Profile,Power_Usage_kW
155,House_1,Standard,0.193
156,House_1,Standard,0.185
157,House_1,Standard,0.154
158,House_1,Standard,0.26
159,House_1,Standard,0.112
160,House_1,Standard,0.294
161,House_1,Standard,0.143
162,House_1,Standard,0.232
163,House_1,Standard,0.204
164,House_1,Standard,0.178
165,House_1,Standard,0.238
166,House_1,Standard,0.209
167,House_1,Standard,0.124
168,House_1,Standard,0.104
169,House_1,Standard,0.149
170,House_1,Standard,0.278
171,House_1,Standard,0.175
172,House_1,Standard,0.217
173,House_1,Standard,0.268
174,House_1,Standard,0.178
175,House_1,Standard,0.109
176,House_1,Standard,0.274
177,House_1,Standard,0.241
178,House_1,Standard,0.216
179,House_1,Standard,0.103
180,House_1,Standard,0.182
181,House_1,Standard,0.285
182,House_1,Standard,0.202
183,House_1,Standard,0.231
184,House_1,Standard,0.178
185,House_1,Standard,0.28
186,House_1,Standard,0.123
187,House_1,Standard,0.254
188,House_1,Standard,0.228
189,House_1,Standard,0.271
190,House_1,Standard,0.185
191,House_1,Standard,0.125
192,House_1,Standard,0.124
193,House_1,Standard,0.12
194,House_1,Standard,0.125
195,House_1,Standard,0.112
196,House_1,Standard,0.28
197,House_1,Standard,0.275
198,House_1,Standard,0.112
199,House_1,Standard,0.196
200,House_1,Standard,0.298
201,House_1,Standard,0.185
202,House_1,Standard,0.244
203,House_1,Standard,0.255
204,House_1,Standard,0.209
205,House_1,Standard,0.251
206,House_1,Standard,0.244
207,House_1,Standard,0.2
208,House_1,Standard,0.267
209,House_1,Standard,0.113
210,House_1,Standard,0.135
211,House_1,Standard,1.316
212,House_1,Standard,0.232
213,House_1,Standard,0.219
214,House_1,Standard,0.282
215,House_1,Standard,0.277
216,House_1,Standard,0.17
217,House_1,Standard,0.257
218,House_1,Standard,0.154
219,House_1,Standard,0.271
220,House_1,Standard,0.296
221,House_1,Standard,0.288
222,House_1,Standard,0.145
223,House_1,Standard,0.153
224,House_1,Standard,0.252
225,House_1,Standard,0.141
226,House_1,Standard,0.113
227,House_1,Standard,0.25
228,House_1,Standard,0.238
229,House_1,Standard,0.297
230,House_1,Standard,0.247
231,House_1,Standard,0.292
232,House_1,Standard,0.211
233,House_1,Standard,0.184
234,House_1,Standard,0.129
235,House_1,Standard,0.222
236,House_1,Standard,0.104
237,House_1,Standard,0.261
238,House_1,Standard,0.199
239,House_1,Standard,0.24
240,House_1,Standard,0.256
241,House_1,Standard,0.228
242,House_1,Standard,0.232
243,House_1,Standard,0.139
244,House_1,Standard,0.293
245,House_1,Standard,0.239
246,House_1,Standard,0.139
247,House_1,Standard,0.251
248,House_1,Standard,0.193
249,House_1,Standard,0.105
250,House_1,Standard,0.269
251,House_1,Standard,0.263
252,House_1,Standard,0.234
253,House_1,Standard,0.258
254,House_1,Standard,0.281
255,House_1,Standard,0.263
256,House_1,Standard,0.221
257,House_1,Standard,0.293
258,House_1,Standard,0.292
259,House_1,Standard,0.141
260,House_1,Standard,0.2
261,House_1,Standard,0.132
262,House_1,Standard,0.27
263,House_1,Standard,0.215
264,House_1,Standard,0.229
265,House_1,Standard,0.273
266,House_1,Standard,0.291
267,House_1,Standard,0.222
268,House_1,Standard,0.116
269,House_1,Standard,0.205
270,House_1,Standard,0.169
271,House_1,Standard,0.223
272,House_1,Standard,0.166
273,House_1,Standard,0.228
274,House_1,Standard,0.107
275,House_1,Standard,0.217
276,House_1,Standard,0.291
277,House_1,Standard,0.119
278,House_1,Standard,0.13
279,House_1,Standard,0.242
280,House_1,Standard,0.258
281,House_1,Standard,0.15
282,House_1,Standard,1.486
283,House_1,Standard,0.154
284,House_1,Standard,0.267
285,House_1,Standard,0.265
286,House_1,Standard,0.134
287,House_1,Standard,0.116
288,House_1,Standard,0.252
289,House_1,Standard,0.118
290,House_1,Standard,0.178
291,House_1,Standard,1.437
292,House_1,Standard,0.199
293,House_1,Standard,0.281
294,House_1,Standard,0.147
295,House_1,Standard,0.265
296,House_1,Standard,0.225
297,House_1,Standard,0.288
298,House_1,Standard,0.241
299,House_1,Standard,0.198
300,House_1,Standard,0.126
301,House_1,Standard,0.189
302,House_1,Standard,0.147
303,House_1,Standard,0.266
304,House_1,Standard,0.201
305,House_1,Standard,0.145
306,House_1,Standard,0.204
307,House_1,Standard,0.172
308,House_1,Standard,0.132
309,House_1,Standard,0.109
310,House_1,Standard,0.226
311,House_1,Standard,0.28
312,House_1,Standard,0.249
313,House_1,Standard,0.209
314,House_1,Standard,0.138
315,House_1,Standard,0.156
316,House_1,Standard,0.294
317,House_1,Standard,1.469
318,House_1,Standard,0.279
319,House_1,Standard,0.182
320,House_1,Standard,0.137
321,House_1,Standard,0.182
322,House_1,Standard,0.276
323,House_1,Standard,0.252
324,House_1,Standard,0.243
325,House_1,Standard,0.254
326,House_1,Standard,0.138
327,House_1,Standard,0.203
328,House_1,Standard,0.13
329,House_1,Standard,0.238
330,House_1,Standard,0.193
331,House_1,Standard,0.247
332,House_1,Standard,0.198
333,House_1,Standard,0.133
334,House_1,Standard,0.183
335,House_1,Standard,0.299
336,House_1,Standard,0.24
337,House_1,Standard,0.239
338,House_1,Standard,0.187
339,House_1,Standard,0.145
340,House_1,Standard,0.209
341,House_1,Standard,0.117
342,House_1,Standard,0.148
343,House_1,Standard,0.227
344,House_1,Standard,0.158
345,House_1,Standard,0.205
346,House_1,Standard,0.106
347,House_1,Standard,0.217
348,House_1,Standard,0.198
349,House_1,Standard,0.255
350,House_1,Standard,0.187
351,House_1,Standard,0.298
352,House_1,Standard,0.235
353,House_1,Standard,0.212
354,House_1,Standard,0.241
355,House_1,Standard,0.127
356,House_1,Standard,0.25
357,House_1,Standard,0.191
358,House_1,Standard,0.24
359,House_1,Standard,0.263
360,House_1,Standard,0.168
361,House_1,Standard,0.22
362,House_1,Standard,0.153
363,House_1,Standard,0.239
364,House_1,Standard,0.188
365,House_1,Standard,0.234
366,House_1,Standard,0.159
367,House_1,Standard,0.296
368,House_1,Standard,0.252
369,House_1,Standard,0.259
370,House_1,Standard,0.29
371,House_1,Standard,0.203
372,House_1,Standard,0.287
373,House_1,Standard,0.245
374,House_1,Standard,0.287
375,House_1,Standard,0.283
376,House_1,Standard,0.112
377,House_1,Standard,0.13
378,House_1,Standard,0.28
379,House_1,Standard,0.144
380,House_1,Standard,0.151
381,House_1,Standard,0.184
382,House_1,Standard,0.154
383,House_1,Standard,0.174
384,House_1,Standard,0.25
385,House_1,Standard,0.137
386,House_1,Standard,0.222
387,House_1,Standard,0.131
388,House_1,Standard,0.163
389,House_1,Standard,0.159
390,House_1,Standard,0.118
391,House_1,Standard,0.144
392,House_1,Standard,0.123
393,House_1,Standard,0.257
394,House_1,Standard,0.179
395,House_1,Standard,0.135
396,House_1,Standard,1.428
397,House_1,Standard,0.263
398,House_1,Standard,0.216
399,House_1,Standard,0.154
400,House_1,Standard,0.212
401,House_1,Standard,0.183
402,House_1,Standard,0.127
403,House_1,Standard,0.164
404,House_1,Standard,0.265
405,House_1,Standard,0.112
406,House_1,Standard,0.233
407,House_1,Standard,0.214
408,House_1,Standard,0.227
409,House_1,Standard,0.202
410,House_1,Standard,0.125
411,House_1,Standard,0.282
412,House_1,Standard,1.353
413,House_1,Standard,0.205
414,House_1,Standard,0.188
415,House_1,Standard,0.127
416,House_1,Standard,0.251
417,House_1,Standard,0.218
418,House_1,Standard,0.192
419,House_1,Standard,0.168
420,House_1,Standard,0.146
421,House_1,Standard,0.139
422,House_1,Standard,0.115
423,House_1,Standard,0.195
424,House_1,Standard,0.231
425,House_1,Standard,0.283
426,House_1,Standard,0.259
427,House_1,Standard,0.167
428,House_1,Standard,0.185
429,House_1,Standard,0.266
430,House_1,Standard,0.14
431,House_1,Standard,0.21
432,House_1,Standard,0.232
433,House_1,Standard,0.297
434,House_1,Standard,0.172
435,House_1,Standard,0.241
436,House_1,Standard,0.13
437,House_1,Standard,0.193
438,House_1,Standard,0.17
439,House_1,Standard,0.287
440,House_1,Standard,0.223
441,House_1,Standard,0.103
442,House_1,Standard,0.156
443,House_1,Standard,0.148
444,House_1,Standard,0.266
445,House_1,Standard,0.163
446,House_1,Standard,0.28
447,House_1,Standard,0.104
448,House_1,Standard,0.113
449,House_1,Standard,0.199
450,House_1,Standard,0.283
451,House_1,Standard,0.226
452,House_1,Standard,0.285
453,House_1,Standard,0.123
454,House_1,Standard,0.285
455,House_1,Standard,0.247
456,House_1,Standard,0.21
457,House_1,Standard,0.161
458,House_1,Standard,0.124
459,House_1,Standard,0.276
460,House_1,Standard,0.105
461,House_1,Standard,0.222
462,House_1,Standard,0.197
463,House_1,Standard,0.146
464,House_1,Standard,0.1
465,House_1,Standard,0.229
466,House_1,Standard,0.16
467,House_1,Standard,0.182
468,House_1,Standard,0.236
469,House_1,Standard,0.231
470,House_1,Standard,0.113
471,House_1,Standard,0.172
472,House_1,Standard,0.288
473,House_1,Standard,1.308
474,House_1,Standard,0.122
475,House_1,Standard,1.37
476,House_1,Standard,0.23
477,House_1,Standard,0.249
478,House_1,Standard,0.176
479,House_1,Standard,0.165
480,House_1,Standard,0.241
481,House_1,Standard,0.135
482,House_1,Standard,0.179
483,House_1,Standard,0.163
484,House_1,Standard,0.158
485,House_1,Standard,0.187
486,House_1,Standard,0.295
487,House_1,Standard,0.1
488,House_1,Standard,0.199
489,House_1,Standard,0.143
490,House_1,Standard,0.246
491,House_1,Standard,0.118
492,House_1,Standard,0.186
493,House_1,Standard,0.183
494,House_1,Standard,0.216
495,House_1,Standard,0.179
496,House_1,Standard,0.29
497,House_1,Standard,0.198
498,House_1,Standard,0.198
499,House_1,Standard,0.24
500,House_1,Standard,0.198
501,House_1,Standard,0.239
502,House_1,Standard,0.275
503,House_1,Standard,0.123
504,House_1,Standard,0.102
505,House_1,Standard,0.252
506,House_1,Standard,0.146
507,House_1,Standard,0.231
508,House_1,Standard,0.191
509,House_1,Standard,0.229
510,House_1,Standard,0.248
511,House_1,Standard,0.238
512,House_1,Standard,0.262
513,House_1,Standard,0.191
514,House_1,Standard,0.273
515,House_1,Standard,0.137
516,House_1,Standard,0.104
517,House_1,Standard,0.169
518,House_1,Standard,0.266
519,House_1,Standard,0.112
520,House_1,Standard,0.109
521,House_1,Standard,0.294
522,House_1,Standard,0.126
523,House_1,Standard,0.131
524,House_1,Standard,0.263
525,House_1,Standard,0.21
526,House_1,Standard,0.163
527,House_1,Standard,0.251
528,House_1,Standard,0.271
529,House_1,Standard,0.161
530,House_1,Standard,0.221
531,House_1,Standard,0.216
532,House_1,Standard,1.396
533,House_1,Standard,0.183
534,House_1,Standard,0.171
535,House_1,Standard,0.224
536,House_1,Standard,0.141
537,House_1,Standard,0.168
538,House_1,Standard,0.111
539,House_1,Standard,0.151
540,House_1,Standard,0.287
541,House_1,Standard,0.264
542,House_1,Standard,0.22
543,House_1,Standard,0.104
544,House_1,Standard,0.165
545,House_1,Standard,0.192
546,House_1,Standard,0.103
547,House_1,Standard,0.204
548,House_1,Standard,0.182
549,House_1,Standard,0.24
550,House_1,Standard,0.203
551,House_1,Standard,0.188
552,House_1,Standard,0.225
553,House_1,Standard,0.264
554,House_1,Standard,0.24
555,House_1,Standard,0.159
556,House_1,Standard,0.106
557,House_1,Standard,0.164
558,House_1,Standard,0.118
559,House_1,Standard,0.21
560,House_1,Standard,0.268
561,House_1,Standard,0.22
562,House_1,Standard,0.162
563,House_1,Standard,0.176
564,House_1,Standard,0.285
565,House_1,Standard,0.157
566,House_1,Standard,0.237
567,House_1,Standard,0.159
568,House_1,Standard,0.214
569,House_1,Standard,0.19
570,House_1,Standard,0.28
571,House_1,Standard,0.19
572,House_1,Standard,0.102
573,House_1,Standard,0.292
574,House_1,Standard,0.19
575,House_1,Standard,0.287
576,House_1,Standard,0.125
577,House_1,Standard,0.231
578,House_1,Standard,0.181
579,House_1,Standard,1.468
580,House_1,Standard,0.168
581,House_1,Standard,0.152
582,House_1,Standard,0.102
583,House_1,Standard,1.443
584,House_1,Standard,0.29
585,House_1,Standard,0.298
586,House_1,Standard,0.245
587,House_1,Standard,0.287
588,House_1,Standard,0.239
589,House_1,Standard,0.137
590,House_1,Standard,0.24
591,House_1,Standard,0.243
592,House_1,Standard,0.201
593,House_1,Standard,0.24
594,House_1,Standard,0.161
595,House_1,Standard,0.236
596,House_1,Standard,0.215
597,House_1,Standard,0.115
598,House_1,Standard,0.24
599,House_1,Standard,0.148
600,House_1,Standard,0.285
601,House_1,Standard,0.157
602,House_1,Standard,0.254
603,House_1,Standard,0.294
604,House_1,Standard,0.122
605,House_1,Standard,0.174
606,House_1,Standard,0.199
607,House_1,Standard,0.209
608,House_1,Standard,0.129
609,House_1,Standard,0.223
610,House_1,Standard,0.114
611,House_1,Standard,0.131
612,House_1,Standard,0.274
613,House_1,Standard,0.177
614,House_1,Standard,0.264
615,House_1,Standard,0.172
616,House_1,Standard,0.188
617,House_1,Standard,1.453
618,House_1,Standard,0.136
619,House_1,Standard,0.257
620,House_1,Standard,0.126
621,House_1,Standard,0.159
622,House_1,Standard,1.339
623,House_1,Standard,0.156
624,House_1,Standard,1.371
625,House_1,Standard,0.277
626,House_1,Standard,0.238
627,House_1,Standard,0.112
628,House_1,Standard,0.204
629,House_1,Standard,0.101
630,House_1,Standard,0.227
631,House_1,Standard,0.14
632,House_1,Standard,0.161
633,House_1,Standard,0.127
634,House_1,Standard,0.261
635,House_1,Standard,0.243
636,House_1,Standard,0.221
637,House_1,Standard,0.115
638,House_1,Standard,0.135
639,House_1,Standard,0.229
640,House_1,Standard,0.265
641,House_1,Standard,0.192
642,House_1,Standard,0.141
643,House_1,Standard,0.209
644,House_1,Standard,0.177
645,House_1,Standard,0.16
646,House_1,Standard,0.28
647,House_1,Standard,0.295
648,House_1,Standard,0.293
649,House_1,Standard,0.178
650,House_1,Standard,0.157
651,House_1,Standard,0.279
652,House_1,Standard,0.115
653,House_1,Standard,0.221
654,House_1,Standard,0.167
655,House_1,Standard,0.139
656,House_1,Standard,0.17
657,House_1,Standard,0.148
658,House_1,Standard,0.156
659,House_1,Standard,0.189
660,House_1,Standard,0.158
661,House_1,Standard,0.204
662,House_1,Standard,0.213
663,House_1,Standard,0.139
664,House_1,Standard,0.221
665,House_1,Standard,0.124
666,House_1,Standard,0.177
667,House_1,Standard,0.265
668,House_1,Standard,0.239
669,House_1,Standard,0.239
670,House_1,Standard,0.169
671,House_1,Standard,0.166
672,House_1,Standard,0.12
673,House_1,Standard,0.241
674,House_1,Standard,0.149
675,House_1,Standard,0.257
676,House_1,Standard,0.237
677,House_1,Standard,0.185
678,House_1,Standard,0.166
679,House_1,Standard,0.13
680,House_1,Standard,0.264
681,House_1,Standard,0.127
682,House_1,Standard,0.293
683,House_1,Standard,0.264
684,House_1,Standard,0.212
685,House_1,Standard,0.175
686,House_1,Standard,0.11
687,House_1,Standard,0.192
688,House_1,Standard,0.127
689,House_1,Standard,0.237
690,House_1,Standard,0.247
691,House_1,Standard,0.296
692,House_1,Standard,0.164
693,House_1,Standard,0.235
694,House_1,Standard,0.205
695,House_1,Standard,0.224
696,House_1,Standard,0.195
697,House_1,Standard,0.268
698,House_1,Standard,0.162
699,House_1,Standard,0.192
700,House_1,Standard,1.46
701,House_1,Standard,0.133
702,House_1,Standard,0.191
703,House_1,Standard,0.19
704,House_1,Standard,0.168
705,House_1,Standard,0.215
706,House_1,Standard,0.151
707,House_1,Standard,0.291
708,House_1,Standard,0.138
709,House_1,Standard,0.21
710,House_1,Standard,0.16
711,House_1,Standard,0.289
712,House_1,Standard,0.196
713,House_1,Standard,0.156
714,House_1,Standard,0.136
715,House_1,Standard,0.144
716,House_1,Standard,0.142
717,House_1,Standard,0.19
718,House_1,Standard,0.297
719,House_1,Standard,0.198
720,House_1,Standard,0.125
721,House_1,Standard,0.178
722,House_1,Standard,0.204
723,House_1,Standard,0.235
724,House_1,Standard,0.134
725,House_1,Standard,0.232
726,House_1,Standard,0.147
727,House_1,Standard,1.434
728,House_1,Standard,0.258
729,House_1,Standard,0.119
730,House_1,Standard,0.216
731,House_1,Standard,0.152
732,House_1,Standard,0.205
733,House_1,Standard,0.156
734,House_1,Standard,0.131
735,House_1,Standard,0.179
736,House_1,Standard,0.134
737,House_1,Standard,0.143
738,House_1,Standard,0.285
739,House_1,Standard,0.251
740,House_1,Standard,0.172
741,House_1,Standard,0.138
742,House_1,Standard,0.226
743,House_1,Standard,0.179
744,House_1,Standard,0.141
745,House_1,Standard,0.117
746,House_1,Standard,0.214
747,House_1,Standard,0.139
748,House_1,Standard,0.205
749,House_1,Standard,0.294
750,House_1,Standard,0.274
751,House_1,Standard,0.218
752,House_1,Standard,0.291
753,House_1,Standard,0.191
754,House_1,Standard,0.113
755,House_1,Standard,0.201
756,House_1,Standard,0.222
757,House_1,Standard,0.207
758,House_1,Standard,0.262
759,House_1,Standard,0.242
760,House_1,Standard,0.244
761,House_1,Standard,0.146
762,House_1,Standard,0.262
763,House_1,Standard,0.201
764,House_1,Standard,0.162
765,House_1,Standard,1.34
766,House_1,Standard,0.151
767,House_1,Standard,0.222
768,House_1,Standard,0.233
769,House_1,Standard,0.109
770,House_1,Standard,0.153
771,House_1,Standard,0.168
772,House_1,Standard,0.204
773,House_1,Standard,0.182
774,House_1,Standard,0.294
775,House_1,Standard,0.13
776,House_1,Standard,0.232
777,House_1,Standard,0.272
778,House_1,Standard,0.142
779,House_1,Standard,0.118
780,House_1,Standard,0.105
781,House_1,Standard,0.27
782,House_1,Standard,0.286
783,House_1,Standard,0.212
784,House_1,Standard,0.268
785,House_1,Standard,0.144
786,House_1,Standard,0.189
787,House_1,Standard,0.26
788,House_1,Standard,0.208
789,House_1,Standard,0.168
790,House_1,Standard,0.299
791,House_1,Standard,0.216
792,House_1,Standard,0.193
793,House_1,Standard,0.11
794,House_1,Standard,0.232
795,House_1,Standard,0.291
796,House_1,Standard,0.28
797,House_1,Standard,0.133
798,House_1,Standard,0.127
799,House_1,Standard,0.127
800,House_1,Standard,0.185
801,House_1,Standard,0.225
802,House_1,Standard,0.219
803,House_1,Standard,0.114
804,House_1,Standard,0.151
805,House_1,Standard,0.126
806,House_1,Standard,0.19
807,House_1,Standard,0.214
808,House_1,Standard,0.273
809,House_1,Standard,0.205
810,House_1,Standard,0.269
811,House_1,Standard,0.288
812,House_1,Standard,0.185
813,House_1,Standard,0.243
814,House_1,Standard,0.278
815,House_1,Standard,0.243
816,House_1,Standard,0.176
817,House_1,Standard,0.124
818,House_1,Standard,1.409
819,House_1,Standard,0.176
820,House_1,Standard,0.264
821,House_1,Standard,0.264
822,House_1,Standard,0.204
823,House_1,Standard,0.156
824,House_1,Standard,0.241
825,House_1,Standard,0.285
826,House_1,Standard,0.261
827,House_1,Standard,0.294
828,House_1,Standard,0.254
829,House_1,Standard,0.297
830,House_1,Standard,0.102
831,House_1,Standard,0.19
832,House_1,Standard,0.183
833,House_1,Standard,0.225
834,House_1,Standard,0.123
835,House_1,Standard,1.449
836,House_1,Standard,0.23
837,House_1,Standard,0.139
838,House_1,Standard,0.209
839,House_1,Standard,0.3
840,House_1,Standard,0.286
841,House_1,Standard,0.147
842,House_1,Standard,0.11
843,House_1,Standard,0.225
844,House_1,Standard,0.144
845,House_1,Standard,0.144
846,House_1,Standard,0.172
847,House_1,Standard,0.136
848,House_1,Standard,0.171
849,House_1,Standard,0.269
850,House_1,Standard,0.106
851,House_1,Standard,0.235
852,House_1,Standard,0.179
853,House_1,Standard,0.12
854,House_1,Standard,0.175
855,House_1,Standard,0.144
856,House_1,Standard,0.288
857,House_1,Standard,0.297
858,House_1,Standard,0.151
859,House_1,Standard,0.191
860,House_1,Standard,0.181
861,House_1,Standard,0.167
862,House_1,Standard,0.134
863,House_1,Standard,0.24
864,House_1,Standard,0.121
865,House_1,Standard,0.215
866,House_1,Standard,0.206
867,House_1,Standard,0.138
868,House_1,Standard,0.257
869,House_1,Standard,0.107
870,House_1,Standard,0.115
871,House_1,Standard,0.215
872,House_1,Standard,0.112
873,House_1,Standard,0.272
874,House_1,Standard,0.113
875,House_1,Standard,0.135
876,House_1,Standard,0.255
877,House_1,Standard,0.122
878,House_1,Standard,0.262
879,House_1,Standard,0.234
880,House_1,Standard,0.15
881,House_1,Standard,0.118
882,House_1,Standard,0.262
883,House_1,Standard,0.135
884,House_1,Standard,0.155
885,House_1,Standard,0.147
886,House_1,Standard,0.117
887,House_1,Standard,0.163
888,House_1,Standard,1.49
889,House_1,Standard,0.243
890,House_1,Standard,0.244
891,House_1,Standard,0.272
892,House_1,Standard,0.26
893,House_1,Standard,0.203
894,House_1,Standard,0.196
895,House_1,Standard,0.167
896,House_1,Standard,0.146
897,House_1,Standard,0.291
898,House_1,Standard,0.292
899,House_1,Standard,0.272
900,House_1,Standard,0.195
901,House_1,Standard,0.249
902,House_1,Standard,0.251
903,House_1,Standard,0.108
904,House_1,Standard,0.249
905,House_1,Standard,0.146
906,House_1,Standard,0.287
907,House_1,Standard,0.292
908,House_1,Standard,0.111
909,House_1,Standard,0.232
910,House_1,Standard,0.217
911,House_1,Standard,0.299
912,House_1,Standard,0.114
913,House_1,Standard,0.21
914,House_1,Standard,0.153
915,House_1,Standard,0.152
916,House_1,Standard,1.446
917,House_1,Standard,0.216
918,House_1,Standard,0.258
919,House_1,Standard,0.227
920,House_1,Standard,0.123
921,House_1,Standard,0.133
922,House_1,Standard,0.193
923,House_1,Standard,0.132
924,House_1,Standard,0.128
925,House_1,Standard,0.195
926,House_1,Standard,0.182
927,House_1,Standard,0.191
928,House_1,Standard,0.283
929,House_1,Standard,0.289
930,House_1,Standard,0.134
931,House_1,Standard,0.202
932,House_1,Standard,0.103
933,House_1,Standard,1.455
934,House_1,Standard,0.14
935,House_1,Standard,0.116
936,House_1,Standard,0.216
937,House_1,Standard,0.125
938,House_1,Standard,0.287
939,House_1,Standard,0.296
940,House_1,Standard,0.257
941,House_1,Standard,0.267
942,House_1,Standard,0.171
943,House_1,Standard,0.246
944,House_1,Standard,0.242
945,House_1,Standard,0.193
946,House_1,Standard,0.26
947,House_1,Standard,0.21
948,House_1,Standard,0.224
949,House_1,Standard,0.169
950,House_1,Standard,0.284
951,House_1,Standard,0.181
952,House_1,Standard,0.108
953,House_1,Standard,0.22
954,House_1,Standard,0.176
955,House_1,Standard,0.19
956,House_1,Standard,0.231
957,House_1,Standard,0.115
958,House_1,Standard,0.148
959,House_1,Standard,0.149
960,House_1,Standard,0.246
961,House_1,Standard,0.298
962,House_1,Standard,0.117
963,House_1,Standard,0.266
964,House_1,Standard,0.156
965,House_1,Standard,0.192
966,House_1,Standard,0.181
967,House_1,Standard,0.122
968,House_1,Standard,0.12
969,House_1,Standard,0.261
970,House_1,Standard,0.26
971,House_1,Standard,0.105
972,House_1,Standard,0.112
973,House_1,Standard,0.288
974,House_1,Standard,0.223
975,House_1,Standard,0.265
976,House_1,Standard,0.295
977,House_1,Standard,0.171
978,House_1,Standard,0.1
979,House_1,Standard,0.168
980,House_1,Standard,0.251
981,House_1,Standard,0.29
982,House_1,Standard,0.136
983,House_1,Standard,0.112
984,House_1,Standard,0.21
985,House_1,Standard,1.437
986,House_1,Standard,0.26
987,House_1,Standard,0.259
988,House_1,Standard,0.285
989,House_1,Standard,0.168
990,House_1,Standard,0.156
991,House_1,Standard,0.113
992,House_1,Standard,0.268
993,House_1,Standard,0.174
994,House_1,Standard,0.127
995,House_1,Standard,0.11
